,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
967,Cecilio Waterman,FW,pa Panama,35-078,1.cl U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
968,Ollie Watkins,"FW,MF",eng England,30-182,1.eng Aston Villa,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
969,Timothy Weah,MF,us United States,26-128,1.fr Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
970,Wout Weghorst,FW,nl Netherlands,33-327,1.nl Ajax,1992,1,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
971,Jacob Widell Zetterström,GK,se Sweden,27-354,2.eng Derby County,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
972,Silvan Widmer,DF,ch Switzerland,33-117,1.de Mainz 05,1993,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
973,Iñaki Williams,MF,gh Ghana,32-015,1.es Athletic Club,1994,1,1,65,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
974,Nico Williams,MF,es Spain,23-353,1.es Athletic Club,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
975,Ronwen Williams,GK,za South Africa,34-160,1.za Sundowns,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
976,Patrick Wimmer,"FW,MF",at Austria,25-031,1.de Wolfsburg,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
977,Florian Wirtz,MF,de Germany,23-058,1.eng Liverpool,2003,4,4,361,4,0,3,3,0,0,0,0,0,0,0.75,0.75,0,0.75,Matches
978,Yoane Wissa,FW,cd Congo DR,29-300,1.eng Newcastle,1996,3,3,270,3,3,0,3,2,1,1,0,0,1,0,1,0.67,0.67,Matches
979,Nick Woltemade,"FW,MF",de Germany,24-136,1.eng Newcastle,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
980,Chris Wood,FW,nz New Zealand,34-205,1.eng Nottingham,1991,3,3,270,3,0,2,2,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
981,Haji Wright,"FW,MF",us United States,28-095,2.eng Coventry City,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
982,Granit Xhaka,MF,ch Switzerland,33-276,1.eng Sunderland,1992,3,3,270,3,1,0,1,0,1,1,1,0,0.33,0,0.33,0,0,Matches
983,Kevin Yakob,MF,iq Iraq,25-263,1.dk AGF,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
984,Lamine Yamal,FW,es Spain,18-352,1.es Barcelona,2007,3,2,140,1.6,1,0,1,1,0,0,0,0,0.64,0,0.64,0.64,0.64,Matches
985,Yannick,MF,cv Cabo Verde,30-183,2.pt Farense,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
986,Gessime Yassine,MF,ma Morocco,20-220,1.fr Strasbourg,2005,2,0,63,0.7,1,0,1,1,0,0,0,0,1.43,0,1.43,1.43,1.43,Matches
987,John Yeboah,MF,ec Ecuador,26-007,2.it Venezia,2000,3,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
988,Tete Yengi,FW,au Australia,25-214,1.jp Machida Zelvia,2000,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
989,Kenan Y?ld?z,MF,tr Türkiye,21-057,1.it Juventus,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
990,Caleb Yirenkyi,MF,gh Ghana,20-166,1.dk Nordsjælland,2006,3,2,186,2.1,1,0,1,1,0,0,1,0,0.48,0,0.48,0.48,0.48,Matches
991,Seol Young-woo,MF,kr Korea Republic,27-207,1.rs Red Star,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
992,Manaf Younis,DF,iq Iraq,29-226,1.iq Al-Shorta,1996,1,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
993,Aria Yousefi,MF,ir IR Iran,24-069,1.ir Sepahan,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
994,Ali Yousif,FW,iq Iraq,30-162,1.iq Al-Talaba,1996,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
995,?smail Yüksek,MF,tr Türkiye,27-155,1.tr Fenerbahçe,1999,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
996,Utkir Yusupov,GK,uz Uzbekistan,35-177,1.uz Navbahor,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
997,Denis Zakaria,DF,ch Switzerland,29-222,1.fr Monaco,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
998,Jaroslav Zelený,MF,cz Czechia,33-314,1.cz Sparta Prague,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
999,Alejandro Zendejas,"FW,MF",us United States,28-143,1.mx América,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1000,Besfort Zeneli,MF,se Sweden,23-221,1.be Union SG,2002,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1001,Ramiz Zerrouki,MF,dz Algeria,28-035,1.nl Twente,1998,2,1,54,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1002,Luca Zidane,GK,dz Algeria,28-048,2.es Granada,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1003,Mostafa Ziko,"MF,FW",eg Egypt,29-064,1.eg Pyramids FC,1997,3,3,225,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,Matches
1004,David Zima,DF,cz Czechia,25-234,1.cz Slavia Prague,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1005,Zizo,MF,eg Egypt,30-171,1.eg Al Ahly,1996,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1006,Themba Zwane,"FW,MF",za South Africa,36-331,1.za Sundowns,1989,1,0,23,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
1007,Martin Ødegaard,MF,no Norway,27-195,1.eng Arsenal,1998,2,2,170,1.9,0,2,2,0,0,0,0,0,0,1.06,1.06,0,1.06,Matches
1008,Leo Østigård,DF,no Norway,26-214,1.it Genoa,1999,3,1,115,1.3,1,0,1,1,0,0,0,0,0.78,0,0.78,0.78,0.78,Matches
